event_id,name,description,time_id,section_id,people_id,location_id
115,Петербуржцев приглашают послушать седьмую симфонию Шостаковича,"Петербуржцев приглашают послушать седьмую симфонию Шостаковича 9 августа в 18:00 в мультимедийном историческом парке «Россия – моя история» (Бассейная улица, д.32) будет исполнена знаменитая седьмая симфония Дмитрия Шостаковича. Событие приурочено к 75-летию со дня окончания битвы за Ленинград. Седьмая симфония стала символом героической обороны города. Грандиозное произведение исполнят ведущие музыканты Мариинского и Михайловских театров, Санкт-Петербургской консерватории им. Н. А. Римского-Корсакова и Санкт-Петербургской академической филармонии им. Д. Д. Шостаковича. В программе мероприятия также запланирована видеопрезентация проекта «Расскажи мне о войне. Битва за Ленинград». Кроме того, гостей ожидают тематические экскурсии по мультимедийным экспозициям. Начало экскурсий в 12:15, 14:15 и 16:15. Вход на мероприятие свободный. ",115,"3,41","159,199,64,105,174,79,199,153,128,129,190",17
116,В Таврическом саду отметят День физкультурника,"В Таврическом саду отметят День физкультурника 9 августа в 16:00 на футбольном поле Таврического сада (Потемкинская ул., д. 4а) состоится спортивный праздник «День рекордов», приуроченный к Всемирному Дню физкультурника. Принять участие в мероприятии могут все желающие. В программе праздника запланированы соревнования в следующих номинациях: «Суперпара», «Суперсемья», «Личный рекод» и «Суперкоманда». Участники продемонстрируют свои навыки в прыжках, силе, меткости и выносливости. Гости также смогут сыграть в футбол, теннис, шахматы и принять участие в спортивных мастер-классах. Вход на мероприятие свободный. Организатор – Администрация Центрального района Санкт-Петербурга. ",116,"11,14","149,120,55,154,113,107,209,84,49,205,91,211,80,100,128,118,114,200,167,49,50,211,73",101
117,Петербург примет Росийско-японский молодежный форум,"Петербург примет Росийско-японский молодежный форум С 25 сентября по 28 сентября в Санкт-Петербурге состоится Российско-японский молодежный форум. К участию приглашают молодых людей в возрасте от 18 до 30 лет. Событие проводят для развития сотрудничества между Россией и Японией. На форуме будут работать несколько секций: «Вклад молодежи в достижение целей устойчивого развития», «Развитие молодежного добровольчества», «Развитие молодежного предпринимательства», «Молодежные обмены в области культуры». В рамках форума пройдут пленарные заседания и форсайт-сессии. Перед участниками выступят представители Министерства науки и высшего образования Российской Федерации, Генерального консульства Японии в Санкт-Петербурге и Японо-Российского центра молодежных обменов. В качестве заявки участники должны представить тезисы доклада для одной из секций. Рабочий язык форума – английский, поэтому организаторы выдвигают требование о владении языком не ниже уровня Intermediate. Регистрация открыта до 18 августа через АИС «Росмолодежь». ",117,32,"195,134,69,76,193,94,211,98,118,144,152,164,157,150,130,62,70,199,210,163,175,178",27
119,Авторские фильмы покажут в библиотеке имени Н. А. Некрасова,"Авторские фильмы покажут в библиотеке имени Н. А. Некрасова 15 августа в 18:30 часов в библиотеке имени Н. А. Некрасова (пр. Бакунина, д. 2) пройдет показ фильмов Николая Якимчука. Зрители увидят две кинокартины: «Митек в Алании» и «Белое безмолвие». Документальные работы Николая Якимчука рассказывают об особенностях разных регионов России. «Митек в Алании» — это фильм о республике Осетия, ее истории и обычаях. В фильме «Белое безмолвие» режиссер показывает жизнь путешественников, которые решились покорить Северный Ледовитый океан. Организатор — Библиотека имени Н. А. Некрасова. Подробная информация в группе ВКонтакте. ",119,41,"149,105,127,138,185,186,150,201,118,160",102
120,В библиотеке «Семеновская» проходит выставка о «золотом веке» шахмат в России,"В библиотеке «Семеновская» проходит выставка о «золотом веке» шахмат в России С 1 по 31 августа в библиотеке «Семеновская» (Малодетскосельский пр., д. 42) проходит выставка «СССР — великая шахматная держава». Посетители могут посмотреть архивные фотографии, таблицы шахматных матчей и афиши турниров. Экспозиция показывает, насколько популярными были шахматы в советское время. В них играли дети и взрослые, любители и профессиональные спортсмены. За этим видом спорта люди проводили время в парках, дворах и даже на военном фронте. Организатор выставки — библиотека «Семеновская». Вход свободный. Подробная информация на сайте. ",120,"14,22","175,83,215,54,110,68,205,220,107,154,200,171,70,131,103,88,78,101,108,148,61,169",62
121,Сыграй в настольную игру по повести Андрея Платонова,"Сыграй в настольную игру по повести Андрея Платонова 24 августа в 19:30 в библиотеке ОХТА LAB (Брантовская дорога, д. 3) пройдет вечер настольных игр. Петербуржцам предложат сыграть в игру «Однажды в Котловане» по повести Андрея Платонова «Котлован». Ролевая настольная игра по мотивам антиутопии создаст интеллектуальное и эмоциональное противостояние между командами. Игроки должны будут справиться с такими задачами, как спасение от смертной казни, строительство будущего счастья народа и разрешение любовного конфликта. Организатор — Филиал Центральной городской публичной библиотеки им. В. В. Маяковского в культурно-образовательном пространстве «Охта Lab». Регистрация на мероприятие по ссылке. ",121,"7,45","61,197,198,78,186,217,209,72,54,180,186,59,198,154,202",26
124,В Петербурге впервые пройдет «Комикс-марафон»,"В Петербурге впервые пройдет «Комикс-марафон» С 5 по 11 августа в Петербурге пройдет региональный этап всероссийского «Комикс-марафона». Мероприятие состоится на базе библиотеки комиксов (7-я Красноармейская ул., д. 30). В течение недели петербуржцы смогут посетить комикс-интенсивы, на которых спикеры расскажут об истории комиксов и популярных героях. Кроме того, 6 августа Маша Богатова, петербургская художница, проведет мастер-класс и научит горожан создавать истории в картинах о путешествиях. А 8 августа в библиотеке комиксов горожане посоревнуются в знании сюжетов и героев рисованных историй. Всероссийский «Комикс-марафон – 2019» организует Библиотека для молодежи (Москва). Впервые мероприятие имеет межрегиональный масштаб. Подробная информация в группе ВКонтакте. ",124,41,"210,155,91,207,193,131,91,116,49,205,193,121",64
127,В Петербурге проходит выставка о Крыме и искусстве открыток,"В Петербурге проходит выставка о Крыме и искусстве открыток 1 августа в 18:00 в библиотеке «Бронницкая» (Клинский пр., д. 17) состоится встреча с обладателем самой большой в Петербурге коллекции открыток с видами Крыма Владимиром Елкиным. Он проведет лекцию об истории Крыма на почтовых открытках. Владимир Елкин расскажет о первых, дореволюционных, экспонатах выставки, закономерностях развития издательского дела на полуострове и о том, как тенденции в искусстве изменяли внешний вид почтовых карточек. Также с 1 по 30 августа в библиотеке «Бронницкая» пройдет выставка «Крым — русские страницы истории», в основу которой легла личная коллекция Владимира Елкина. Организатор выставки — Библиотека «Бронницкая». Подробная информация в группе ВКонтакте. ",127,41,"184,75,95,206,66,154,55,116,107,145,140,96,146,168,86,125,211,149,154,52,48,91,94,147,124",20
129,Молодых предпринимателей приглашают принять участие в конкурсе,"Молодых предпринимателей приглашают принять участие в конкурсе До 1 октября идет прием заявок на участие в конкурсе «Молодой предприниматель России». Представить свой бизнес-проект могут граждане России в возрасте от 14 до 30 лет. Заявки принимают в восьми номинациях: «Интернет-предпринимательство», «Сельскохозяйственное предпринимательство», «Франчайзинг», «Социальное предпринимательство», «Производство», «Инновационное предпринимательство», «Торговля» и «Сфера услуг». Жюри будет оценивать количественные финансовые показатели, инновационный подход, а также эффективность и конкурентоспособность проектов. В каждой номинации эксперты определят победителей, которые получат ценные призы от организаторов. Финал конкурса пройдет в ноябре в Казани. Подать заявку на участие можно по ссылке. Организаторы конкурса – Федеральное агентство по делам молодежи и «Российский центр содействия молодежному предпринимательству». ",129,46,"137,188,149,48,140,133,182,205,220,148,176,91,175,196,57,94,66,75,113,88,168",74
130,Петербургские активисты расскажут о подготовке к Volkswagen mobility makers tour,"Петербургские активисты расскажут о подготовке к Volkswagen mobility makers tour 9 августа в 12:00 в первом дворе Государственной Академической Капеллы (Санкт-Петербург, наб. реки Мойки, д. 20) состоится пресс-конференция, посвященная автомобильному туру Volkswagen mobility makers tour. На ней выступят руководитель Центра подготовки городских волонтеров Чемпионата Европы по футболу UEFA 2020 города-организатора Санкт-Петербурга Георгий Борисов, представители Комитета по молодежной политике и взаимодействию с общественными организациями и Комитета по физической культуре и спорту. В рамках Volkswagen mobility makers tour с 10 по 25 августа команда петербургских волонтеров отправится в тур по России. Они посетят города, принимавшие в 2018 году чемпионат мира по футболу: Москву, Ростов-на-Дону, Сочи, Волгоград, Казань и Нижний Новгород. Во время поездки активисты презентуют программу подготовки городских волонтеров Чемпионата Европы по футболу UEFA 2020 города-организатора Санкт-Петербурга. Добровольцы также расскажут о специально разработанной программе «Мобильность», нацеленной на обеспечение всех болельщиков необходимыми информационными, транспортными и туристическими сервисами, и проекте Volkswagen mobility makers tour. Дополнительная информация: +7 (968) 754-72-17, Дарья Никитина. ",130,11,"60,102,72,176,114,103,179,168,128,197,112",57
136,Молодых авторов приглашают принять участие в национальной премии,"Молодых авторов приглашают принять участие в национальной премии До 31 августа идет прием заявок на участие в национальной премии для молодых авторов «Русские рифмы» и «Русское слово». Продемонстрировать свои таланты могут начинающие поэты, писатели и драматурги в возрасте от 18 до 35 лет. Заявки принимают в пяти номинациях: «Современная проза», «Интеллектуальная проза», «Жанровая проза», «Поэзия», «Драматургия» и «Электронная книга». Все произведения получат оценку экспертов, по итогам которой будет сформирован шорт-лист. Победители премии заключат авторские договоры на публикацию книг в известных издательских группах. Также лауреаты конкурса в номинации «Драматургия» смогут поставить свои пьесы в одном из театров Москвы. Торжественная церемония награждения состоится 30 ноября. Подать заявку на участие можно на сайте. Организатор Премии – Роскультцентр при поддержке Росмолодежи. Дополнительная информация: тел. +7(999) 070 77 93; адрес электронной почты: press@youthculture.ru. ",136,3,"129,58,63,175,55,204,94,69,116,182,76,187,175,161",29
138,Расскажи миру о путешествиях,"Расскажи миру о путешествиях До 24 августа принимают заявки на участие в фотоконкурсе «Мир в фокусе». Творческие работы должны рассказывать о путешествиях, туризме и международных отношениях. Участникам предлагают раскрыть одну из следующих тем: «Туристические достопримечательности», «Пейзаж», «Спорт» и «Я – Путешественник». Автор может выполнить фотографию в любом жанре. Жюри оценит работы по таким критериям, как соответствие тематике, оригинальность идеи и качество кадра. Награждение победителей пройдет 29 августа в клубе «Центральный» (пр. Энгельса, д. 147, к. 1, л. Д). Организатор конкурса: Подростково-молодежный центр «МИР». Подробная информация на сайте. ",138,35,"185,161,134,196,115,74,162,85,91,79,195,152,157",82
141,Можно ли сделать из книги арт-объект?,"Можно ли сделать из книги арт-объект? До 25 августа принимают заявки на участие в конкурсе BookArt. Авторы должны представить творческие работы, которые раскрывают тему книг и литературы в современном обществе. Конкурс проходит в трех номинациях: «Книжная инсталляция», «Скульптура из книг», «Дизайн книжной обложки». Для создания инсталляции участник может использовать книги и дополнительные материалы, скульптуры выполняют только из печатных изданий. Жюри оценит раскрытие замысла работы, оригинальность идеи и композицию. В каждой номинации выделят три призовых места. Организатор конкурса: Центральная библиотечная система Приморского района. Подробная информация в группе ВКонтакте. ",141,1,"161,48,78,51,82,65,63,187,217,165,115,125,75,63,197,173,188",102
144,А твоя профессия окажется в кадре?,"А твоя профессия окажется в кадре? До 20 октября принимают заявки на участие в фотоконкурсе «Профессии, которые мы выбираем». В своих работах фотографы должны рассказать об особенностях какой-либо профессии, ее трудностях и перспективах. Конкурс проходит по нескольким номинациям: «Портрет», «Репортаж», «Свободный жанр», «Я люблю свою работу». Фотографии будут оценивать по таким критериям, как раскрытие сути профессии, цветовое, световое и композиционное решения, оригинальность и сложность кадра. В ходе отборочных этапов конкурса жюри отберет 40 лучших работ, которые примут участие в финальной выставке. Эксперты выделят три призовых места в каждой номинации. Также одному из участников вручат специальный приз от партнеров конкурса. Организатор конкурса: Центр занятости и профессиональной ориентации молодежи «Вектор». Подробная информация в группе ВКонтакте. ",144,1,"215,151,151,160,184,129,60,222,75,100,114,65,55,211,142,202,100",42
145,Петербурженки стали победителями грантового конкурса на форуме «Таврида»,"Петербурженки стали победителями грантового конкурса на форуме «Таврида» Ирина Удахина и Мария Тебенькова стали одними из победителей грантового конкурса десятой смены форума молодых деятелей культуры и искусств «Таврида 5.0». Свои проекты девушки будут реализовывать на базе подростково-молодежного центра «Охта» Красногвардейского района Санкт-Петербурга. «Таврида» – настоящий рай для творческого человека. На этом форуме я увидела индивидуальный подход и заботу о каждом участнике. Образовательная и культурная программа на высшем уровне! На форуме были организованы консультации с экспертами, на которых можно было выяснить недочеты своего проекта. В день защиты чувствовалась поддержка от каждого эксперта, не было стресса и волнений», – рассказала победитель конкурса Мария Тебенькова. Напомним,что форум «Таврида» ежегодно собирает на своей площадке молодых профессионалов в сфере культуры и искусства. В рамках образовательной программы активисты встречаются с известными спикерами, участвуют в мастер-классах, мотивационных тренингах и тренд-сессиях. Кроме того, у молодых людей есть возможность получить грантовую поддержку своих проектов. ",145,1,"87,77,104,222,56,134,123,110,90,206,69,199,172,90,126,83,179,110,205,180,182,199",14
147,Команда волонтеров Петербурга поедет в тур по России,"Команда волонтеров Петербурга поедет в тур по России С 10 по 25 августа команда Центра подготовки городских волонтеров Чемпионата Европы по футболу UEFA 2020 города-организатора Санкт-Петербурга отправится в тур по России. Они посетят города, в которых проходил Чемпионат мира по футболу 2018: Москву, Ростов-на-Дону, Сочи, Волгоград, Казань и Нижний Новгород. Во время тура активисты проведут презентацию программы волонтеров Чемпионата Европы по футболу в Петербурге. Ожидается, что встречи в каждом городе посетят более 50 человек. «Идея организовать тур появилась несколько месяцев назад. Мы хотели создать мероприятие, которое привлекло бы молодежь к волонтерской деятельности. Наши представители провели переговоры с партнерами Чемпионата в России, и они предоставили транспорт для тура. На данный момент у нас уже много заявок от добровольцев из регионов и других стран, которые хотят принять участие в организации крупнейшего футбольного события в Европе», – рассказал руководитель Центра городских волонтеров Санкт-Петербурга Георгий Борисов. Напомним, что в Петербурге идет набор в добровольцы Чемпионата Европы по футболу UEFA 2020 года. Волонтеры будут работать на объектах городской инфраструктуры. В их задачи войдет информирование болельщиков о местах досуга и питания, транспортной логистике, культурных мероприятиях и достопримечательностях Северной столицы. К чемпионату подготовят 1500 активистов. Для того чтобы стать городским волонтером, надо заполнить анкету на сайте и пройти очное интервью. Подробности можно узнать в официальной группе центра в ВКонтакте. ",147,"1,11","173,85,121,52,171,81,130,205,137,69,187,151,49,125,183,166,71,154,222,128,108,171,140",19
148,Стартовал прием заявок на участие в региональном этапе конкурса «Лидер XXI века»,"Стартовал прием заявок на участие в региональном этапе конкурса «Лидер XXI века» 5 августа начинается прием заявок на участие в региональном конкурсе лидеров и руководителей детских и молодежных общественных объединений «Лидер XXI века». В нем смогут проявить себя лидеры и руководители международных, общероссийских, межрегиональных, региональных, местных детских, молодежных общественных объединений и некоммерческих организаций. Заявки на участие принимают до 6 сентября. Конкурсанты также должны приложить анкету участника, презентацию авторского социального проекта, реализованного в рамках деятельности общественного объединения, резюме на тему «Мой опыт, мои достижения», подготовленное в свободной форме, копию устава общественного объединения и согласие на обработку персональных данных. 11 и 12 сентября состоится заочный этап конкурса. Заявки рассмотрит экспертный совет, в который войдут представители государственных органов власти, общественных объединений, работники образовательных, научных, методических учреждений, творческих союзов и центров культуры. Авторы лучших проектов примут участие в очном этапе. Он пройдет 18 и 19 сентября. Участники презентуют перед экспертным советом свои социальные проекты и представят видеоролик «Я и моя общественная организация». Церемония награждения состоится 19 сентября в Доме молодежи Санкт-Петербурга (Новоизмайловский пр., д. 48). Победители регионального этапа будут представлять Санкт-Петербург на всероссийском уровне. «Ежегодно конкурс «Лидер XXI века» объединяет инициативных молодых петербуржцев, которые добились значительных успехов в общественной деятельности. Их отличает свежий взгляд на вещи и невероятная творческая энергия. Мы даем таким ребятам возможность раскрыть свой потенциал, найти новые площадки для реализации проектов, заявить о себе на региональном и всероссийском уровнях. Поддерживая и продвигая талантливую молодежь, мы вносим свой вклад в будущее нашей страны», – отметил заместитель директора по методической работе Дома молодежи Санкт-Петербурга Владислав Норкин. Заявки на участие принимают через АИС «Молодежь России» по ссылке: https://myrosmol.ru/event/32169. Организатор конкурса Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Дополнительная информация:тел. 370-06-55, Татьяна Пушина. ",148,1,"164,120,92,178,58,187,150,194,214,185,157,66,175,199,205,165,160,202,107,108,163,93,69,177,96,96,94,63",65
151,Росмолодежь начала прием заявок на грантовый конкурс,"Росмолодежь начала прием заявок на грантовый конкурс До 2 сентября открыт прием заявок на участие во второй волне грантового конкурса Росмолодежи среди физических лиц. Отправить свои проекты на рассмотрение могут молодые люди в возрасте от 14 до 30 лет. Конкурс проходит по 9 приоритетным направлениям молодежной политики: «Студенческие инициативы», «Добровольчество», «Развитие социальных лифтов», «Инициативы творческой молодежи», «Патриотическое воспитание», «Спорт, ЗОЖ, туризм», «Профилактика негативных проявлений в молодежной среде и межнациональное взаимодействие», «Укрепление семейных ценностей», «Молодежные медиа». Авторы лучших проектов получат до 1 000 000 рублей на реализацию своей идеи. Заявки принимаются через АИС ""Молодежь России"" . Организатор конкурса – Федеральное агентство по делам молодежи. ",151,35,"104,58,200,68,117,81,119,78,216,103,155,50,118,188,214,112,124,143,168",67
153,Молодые петербургские танцоры едут покорять Дрезден,"Молодые петербургские танцоры едут покорять Дрезден 17 и 18 августа танцоры Северной столицы примут участие в праздновании Дня города Дрездена. Представлять Петербург будет хореографический ансамбль «Смайл». Дрезден также посетят художественные руководители коллектива и заместитель директора по методической работе Дома молодежи Санкт-Петербурга Владислав Норкин. Юные танцоры получили такую возможность после победы в Фестивале самодеятельного творчества учреждений по делам молодежи Санкт-Петербурга, прошедшего 17 мая. Организовал мероприятие Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Хореографический ансамбль «Смайл» был создан в 2007 году. За время своего существования танцоры выступили на многих концертных площадках России, а также за рубежом – в Республике Беларусь, Болгарии. Ансамбль имеет множество наград. В коллективе занимаются более 300 воспитанников в возрасте от 3 до 18 лет – из них 7 самых активных будут представлять Санкт-Петербург в Дрездене. В репертуаре артистов десятки постановок в самых разных жанрах хореографии. В своих выступлениях юные таланты покоряют жюри и зрителей харизмой, энергичностью и танцевальным мастерством. «Для нас это первое такое серьезное и ответственное предложение. Надеемся, что обмен опытом и культурой даст возможность ребятам сделать еще один шаг вперед, зарядиться энергией, найти вдохновение и новые идеи для творчества. Мы готовы достойно представить наш город», – поделилась своими ожиданиями художественный руководитель «Смайл» Елена Коршукова. День города Дрездена – один из крупнейших праздников Германии. Принять участие в этом событии планируют более 550 000 человек. Петербуржцы на одной из концертных площадок представят свою 30-минутную программу из 10 номеров. «Я очень счастлива, что нам выпала возможность посетить Дрезден, для меня это будет новый опыт. 30 минут танцевального марафона - такого у нас еще не было! Большая честь для нашего коллектива, что выбрали именно нас, ведь мы будем представлять любимый город. Такой шанс выпадает не часто», – сообщила участница ансамбля Алиса Сивцова. Дом молодежи Санкт-Петербурга активно взаимодействует с подростково-молодежными клубами и центрами города и помогает воспитанникам в реализации творческого потенциала. В свою очередь, районные учреждения по делам молодежи готовят коллективы к соревнованиям, в которых участники могут воплощать свои идеи и развивать профессиональные навыки. «Для хореографического ансамбля «Смайл» очень почетно получить возможность представлять свой город на международном уровне. Поездка молодых танцоров в Дрезден стала возможной благодаря совместной работе со специалистами Дома молодежи Санкт-Петербурга, которые следят за успехами наших воспитанников», – рассказала заведующий Дома молодежи «Купчино» Евгения Ломакина. Участие хореографического ансамбля на международной площадке позволит зарекомендовать себя среди представителей мировой танцевальной индустрии, обрести новые знакомства с молодежью Германии для обмена опытом, творческими идеями и создания совместных проектов. Художественным руководителям такие поездки позволяют ознакомиться с профессиональным опытом зарубежных коллег и использовать их на практике. «Мы впервые организовали для молодежного коллектива выступление такого масштаба. Хореографический ансамбль «Смайл» стал победителем городского фестиваля, и теперь у ребят есть уникальная возможность выйти на международный уровень, приняв участие в праздновании Дня города-побратима Дрездена. Эта поездка стала результатом упорной работы участников коллектива и их наставников. Мы надеемся, что в Дрездене наши танцоры смогут приобрести ценные знания, обменяться опытом с зарубежными коллегами, а также найдут вдохновение для новых проектов. Для них выступление на одной из ведущих творческих площадок Германии должно стать стимулом к дальнейшему развитию и достижению еще больших успехов», - рассказал заместитель директора по методической работе Дома молодежи Санкт-Петербурга Владислав Норкин. Поездка организована в рамках реализации плана мероприятий «Дорожной карты» по сотрудничеству между Санкт-Петербургом и Дрезденом. «Дорожная карта» на 2018-2025 годы между городами-побратимами была подписана в мае 2018 года, в ней обозначены все перспективные направления сотрудничества. Дополнительная информация: +7 (931)536-51-45, Екатерина Кретова. ",153,"1,29","122,222,215,217,64,106,173,167,174,188,117,177,93,145,67,103,85,99,202,191,152,180,147,194,152,215,138,196",73
154,День физкультурника отметят в Кировском районе,"День физкультурника отметят в Кировском районе 9 августа в 16:00 на стадионе «Шторм» (пр. Народного Ополчения, д. 24) состоится спортивный праздник, приуроченный к Всемирному Дню физкультурника. В мероприятии примут участие тренеры, студенты, команды районных клубов и секций, а также жители Кировского района. Гостей события ждут игры на свежем воздухе, мастер-классы, эстафеты и конкурсы. Главным соревнованием среди команд станет преодоление полосы препятствий «Испытай себя». Также пройдут турниры по мини-футболу, пляжному волейболу, стритболу и настольному теннису. Любой желающий сможет принять участие в мастер-классах по регби, йоге, борьбе, боксу, стрельбе, армлифтингу, которые проведут мастера спорта международного класса. Победители и призеры получат ценные призы. Для участия в командных состязаниях необходимо иметь медицинскую справку. Организаторы мероприятия – Администрация Кировского района Санкт-Петербурга и Центр физической культуры и спорта «Нарвская застава». Дополнительная информация: тел.: 376-63-59; адрес электронной почты: smr@nz-sport.ru. ",154,"7,11,28,42","194,151,145,148,195,152,84,67,210,172,70,56,120,55,198,96,181,63,105,144,152,197,200,188,164,196,65",99
